age,workclass,education-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,salary,capital_net,has_capital_activity
36,Private,10,Married,Professional,Spouse,White,Male,60,US,>50K,0,0
35,Private,9,Single,Skilled-Manual,Other,White,Female,40,US,<=50K,0,0
32,Private,14,Previously-Married,Office-Service,Other,White,Female,50,US,>50K,0,0
39,Private,13,Married,Skilled-Manual,Spouse,White,Male,52,US,<=50K,0,0
55,Private,14,Previously-Married,Professional,Other,White,Female,40,US,>50K,0,0
26,Private,9,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
46,Government,6,Previously-Married,Specialized,Other,White,Female,20,US,<=50K,0,0
70,Self-employed,9,Married,Professional,Spouse,White,Female,24,US,<=50K,0,0
20,Private,10,Single,Office-Service,Child,White,Female,30,US,<=50K,0,0
46,Self-employed,13,Married,Professional,Spouse,White,Male,10,US,<=50K,0,0
35,Private,9,Previously-Married,Professional,Other,White,Male,40,US,<=50K,0,0
20,Private,9,Single,Office-Service,Child,Black,Female,40,US,<=50K,0,0
57,Self-employed,10,Married,Professional,Spouse,White,Male,60,US,>50K,99999,1
64,,6,Married,,Spouse,White,Male,50,US,>50K,0,0
63,Self-employed,14,Married,Office-Service,Spouse,White,Male,60,US,>50K,0,0
21,Government,10,Single,Office-Service,Child,Black,Female,30,US,<=50K,0,0
43,Government,13,Married,Specialized,Spouse,White,Male,45,US,>50K,0,0
35,Private,12,Single,Professional,Other,White,Male,38,US,<=50K,0,0
21,Private,10,Single,Office-Service,Child,White,Female,29,US,<=50K,0,0
23,Private,9,Single,Skilled-Manual,Child,White,Male,38,US,<=50K,0,0
35,Private,12,Married,Professional,Spouse,White,Male,45,US,<=50K,0,0
28,Private,11,Single,Professional,Other,Amer-Indian-Eskimo,Male,40,US,<=50K,0,0
61,,9,Married,,Spouse,Black,Male,40,US,<=50K,0,0
45,Self-employed,6,Married,Skilled-Manual,Spouse,Black,Male,40,Non-US,<=50K,0,0
73,Government,6,Married,Skilled-Manual,Spouse,White,Male,5,US,<=50K,0,0
33,Government,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
25,Private,11,Previously-Married,Office-Service,Other,White,Female,34,US,<=50K,0,0
19,Private,10,Single,Office-Service,Child,White,Female,40,US,<=50K,0,0
42,Private,7,Married,Skilled-Manual,Spouse,White,Male,47,US,<=50K,0,0
27,Private,13,Married,Office-Service,Spouse,White,Male,45,US,>50K,7688,1
24,Self-employed,13,Single,Office-Service,Child,White,Female,20,US,<=50K,0,0
19,Private,10,Single,Office-Service,Child,White,Female,25,US,<=50K,0,0
36,Private,9,Previously-Married,Office-Service,Other,White,Female,38,US,<=50K,0,0
41,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,50,US,>50K,0,0
43,Private,10,Single,Office-Service,Other,White,Male,40,US,<=50K,0,0
40,Government,14,Married,Professional,Spouse,White,Male,35,US,>50K,0,0
57,Private,9,Previously-Married,Office-Service,Other,White,Female,38,US,<=50K,-1876,1
58,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
22,Private,10,Single,Office-Service,Child,White,Female,35,US,<=50K,0,0
39,Government,10,Married,Office-Service,Spouse,White,Male,48,US,<=50K,0,0
24,Private,1,Single,Office-Service,Other,White,Male,40,Non-US,<=50K,0,0
29,Government,15,Single,Professional,Other,White,Female,40,US,>50K,4787,1
26,Government,9,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
27,Private,9,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
67,Self-employed,9,Married,Professional,Spouse,White,Male,45,US,<=50K,0,0
49,Private,9,Married,Skilled-Manual,Spouse,Black,Male,50,US,<=50K,5013,1
47,Private,9,Married,Office-Service,Spouse,White,Female,35,US,>50K,0,0
59,Self-employed,7,Married,Office-Service,Spouse,White,Male,70,US,>50K,0,0
35,Private,11,Married,Professional,Spouse,White,Male,50,US,>50K,3103,1
48,Private,9,Married,Skilled-Manual,Spouse,White,Male,55,US,<=50K,0,0
33,Self-employed,6,Married,Skilled-Manual,Spouse,Black,Male,50,Non-US,<=50K,0,0
37,Private,12,Single,Professional,Other,White,Male,80,US,<=50K,6849,1
29,Private,9,Married,Skilled-Manual,Spouse,White,Male,60,US,<=50K,0,0
24,Private,14,Single,Professional,Child,White,Female,40,US,<=50K,0,0
41,Private,13,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
21,Self-employed,9,Single,Skilled-Manual,Other,White,Male,35,US,<=50K,4865,1
26,Private,10,Single,Skilled-Manual,Child,White,Male,35,US,<=50K,0,0
54,Private,9,Married,Professional,Spouse,White,Male,40,Non-US,>50K,-1848,1
60,Private,9,Married,Professional,Spouse,White,Male,25,US,<=50K,0,0
38,Private,9,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
19,Private,9,Single,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
41,Government,13,Single,Professional,Other,Black,Female,40,US,<=50K,0,0
37,Government,14,Single,Professional,Other,Black,Male,40,Non-US,<=50K,0,0
37,Government,13,Single,Office-Service,Other,Black,Male,60,US,<=50K,0,0
22,Private,10,Single,Office-Service,Other,White,Male,35,US,<=50K,0,0
33,Private,14,Married,Professional,Spouse,White,Male,40,US,>50K,15024,1
22,,10,Single,,Child,White,Male,40,US,<=50K,0,0
47,Government,10,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
54,,9,Previously-Married,,Other,White,Female,60,Non-US,<=50K,0,0
34,Private,11,Single,Professional,Other,Amer-Indian-Eskimo,Female,40,US,<=50K,0,0
50,Private,13,Married,Office-Service,Spouse,White,Male,50,US,<=50K,0,0
35,Private,5,Married,Office-Service,Spouse,White,Male,32,US,<=50K,0,0
41,,13,Married,,Spouse,Asian-Pac-Islander,Female,5,Non-US,<=50K,0,0
29,Private,14,Single,Professional,Other,White,Female,40,US,<=50K,0,0
27,Private,13,Single,Professional,Other,White,Female,40,US,<=50K,0,0
44,Self-employed,14,Previously-Married,Professional,Other,White,Male,40,US,<=50K,0,0
21,Private,10,Single,Office-Service,Child,White,Female,35,US,<=50K,0,0
36,Private,9,Married,Office-Service,Other,Asian-Pac-Islander,Male,40,Non-US,<=50K,0,0
38,Private,7,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
38,Private,11,Previously-Married,Professional,Other,White,Female,45,US,<=50K,0,0
38,Self-employed,15,Single,Professional,Other,White,Female,32,US,<=50K,0,0
41,,12,Previously-Married,,Other,White,Female,10,Non-US,<=50K,0,0
24,Private,13,Single,Office-Service,Other,White,Female,40,US,<=50K,0,0
52,Private,12,Married,Professional,Spouse,White,Male,55,US,>50K,0,0
64,,4,Married,,Spouse,White,Male,40,US,<=50K,0,0
52,Private,10,Married,Skilled-Manual,Spouse,White,Male,30,Non-US,<=50K,0,0
34,Private,10,Married,Office-Service,Spouse,White,Female,20,US,<=50K,0,0
18,Private,7,Single,Office-Service,Child,White,Female,30,US,<=50K,594,1
45,Self-employed,10,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
24,Private,13,Single,Professional,Other,White,Male,40,US,<=50K,0,0
43,Private,10,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
49,Private,10,Previously-Married,Professional,Other,Black,Female,35,US,<=50K,0,0
68,Self-employed,13,Previously-Married,Office-Service,Other,White,Male,70,Non-US,<=50K,0,0
18,Government,9,Single,Office-Service,Child,White,Female,40,US,<=50K,0,0
27,Government,13,Married,Specialized,Spouse,White,Male,40,US,<=50K,0,0
18,Private,6,Single,Office-Service,Child,White,Female,16,US,<=50K,-1719,1
33,Private,10,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
48,Private,13,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
34,Private,12,Married,Professional,Spouse,Black,Male,50,US,>50K,0,0
41,Private,9,Previously-Married,Office-Service,Other,White,Female,45,US,<=50K,0,0
74,Private,9,Single,Skilled-Manual,Other,White,Male,10,US,<=50K,0,0
40,Private,9,Married,Skilled-Manual,Other,White,Male,40,US,<=50K,-1669,1
53,Government,15,Married,Professional,Spouse,White,Male,60,US,>50K,0,0
47,Private,11,Married,Professional,Spouse,White,Male,52,US,>50K,0,0
30,Private,9,Previously-Married,Office-Service,Other,White,Female,37,US,<=50K,0,0
38,Private,9,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,3325,1
44,Private,10,Married,Professional,Spouse,White,Male,44,US,>50K,0,0
48,Private,10,Previously-Married,Skilled-Manual,Other,White,Female,40,US,<=50K,0,0
36,,9,Married,,Spouse,White,Male,15,US,<=50K,0,0
47,Government,10,Previously-Married,Office-Service,Other,White,Female,25,US,<=50K,0,0
61,,9,Previously-Married,,Other,White,Female,12,US,<=50K,0,0
34,Private,9,Married,Skilled-Manual,Spouse,White,Male,60,US,<=50K,0,0
43,Private,10,Married,Professional,Spouse,White,Male,40,US,<=50K,0,0
25,Self-employed,9,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
51,Government,11,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
50,Government,10,Previously-Married,Office-Service,Other,White,Female,39,US,<=50K,0,0
17,Private,6,Single,Office-Service,Child,White,Female,18,US,<=50K,0,0
51,,9,Married,,Spouse,Asian-Pac-Islander,Male,20,Non-US,<=50K,2105,1
46,Government,14,Single,Professional,Other,White,Female,40,US,<=50K,0,0
51,Private,9,Married,Office-Service,Spouse,White,Male,48,US,>50K,0,0
18,Private,7,Single,Office-Service,Child,White,Female,12,US,<=50K,0,0
21,Private,10,Single,Office-Service,Child,White,Male,15,Non-US,<=50K,0,0
33,Self-employed,13,Married,Office-Service,Spouse,White,Female,40,US,>50K,0,0
27,Private,4,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
36,Government,14,Single,Professional,Other,White,Male,50,US,>50K,0,0
31,Private,9,Single,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
27,,9,Previously-Married,,Other,White,Female,50,US,<=50K,0,0
20,Private,10,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
45,Self-employed,9,Single,Office-Service,Other,Asian-Pac-Islander,Male,40,US,<=50K,0,0
22,Private,9,Married,Office-Service,Spouse,White,Male,50,US,<=50K,0,0
40,Government,13,Single,Specialized,Other,White,Female,40,US,<=50K,0,0
25,Government,13,Single,Professional,Other,Asian-Pac-Islander,Male,20,Non-US,<=50K,0,0
40,Self-employed,10,Previously-Married,Skilled-Manual,Other,White,Female,38,US,<=50K,0,0
48,Private,13,Married,Office-Service,Spouse,White,Male,37,US,>50K,-1902,1
30,Private,9,Single,Office-Service,Other,White,Male,20,US,<=50K,0,0
61,Private,13,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
49,Self-employed,4,Married,Skilled-Manual,Spouse,White,Male,50,US,<=50K,0,0
22,Private,10,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
19,Private,9,Single,Office-Service,Child,White,Male,32,US,<=50K,0,0
26,Private,13,Single,Office-Service,Child,White,Male,50,US,<=50K,0,0
27,Government,10,Single,Office-Service,Other,Asian-Pac-Islander,Male,50,Non-US,<=50K,0,0
41,Self-employed,14,Married,Professional,Spouse,White,Male,40,US,<=50K,0,0
33,Government,16,Married,Professional,Spouse,White,Male,40,US,<=50K,0,0
56,Private,10,Single,Office-Service,Other,White,Male,32,US,<=50K,0,0
43,Private,13,Married,Professional,Spouse,White,Male,40,US,>50K,-1902,1
29,Private,9,Married,Office-Service,Spouse,White,Female,35,US,<=50K,0,0
44,Self-employed,7,Married,Office-Service,Spouse,White,Male,60,Non-US,>50K,0,0
37,Government,10,Previously-Married,Office-Service,Child,Other,Female,40,US,<=50K,0,0
24,Private,10,Previously-Married,Skilled-Manual,Other,White,Male,43,US,<=50K,-2339,1
65,,9,Previously-Married,,Other,White,Female,40,US,<=50K,0,0
38,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
35,Government,14,Married,Professional,Spouse,White,Male,45,US,>50K,0,0
39,Private,13,Single,Office-Service,Child,White,Female,50,US,<=50K,0,0
47,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,60,US,>50K,3103,1
47,,14,Previously-Married,,Other,White,Female,35,Non-US,<=50K,0,0
51,Government,9,Married,Skilled-Manual,Spouse,White,Male,52,US,>50K,3103,1
38,Government,9,Married,Skilled-Manual,Spouse,White,Male,56,US,<=50K,0,0
44,Private,10,Previously-Married,Professional,Other,White,Female,38,US,<=50K,0,0
24,Private,9,Single,Office-Service,Other,White,Female,40,US,<=50K,0,0
41,Private,9,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
51,Private,11,Previously-Married,Office-Service,Other,White,Female,45,US,<=50K,0,0
60,Self-employed,9,Married,Office-Service,Spouse,White,Male,60,US,<=50K,0,0
40,Private,13,Married,Professional,Spouse,White,Male,50,US,>50K,0,0
72,,9,Married,,Spouse,White,Male,32,US,<=50K,0,0
27,Private,10,Married,Office-Service,Spouse,White,Female,55,US,<=50K,0,0
36,Private,9,Married,Skilled-Manual,Spouse,White,Male,48,US,>50K,0,0
44,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
33,Government,10,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
53,Self-employed,4,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
43,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,-1902,1
44,Private,12,Single,Professional,Other,White,Male,40,US,<=50K,0,0
35,Private,10,Married,Skilled-Manual,Spouse,White,Male,55,US,<=50K,0,0
52,Government,10,Previously-Married,Office-Service,Other,Black,Female,40,US,<=50K,0,0
51,Self-employed,12,Previously-Married,Professional,Other,White,Female,50,US,<=50K,0,0
41,Private,5,Married,Professional,Spouse,Amer-Indian-Eskimo,Male,84,US,<=50K,0,0
42,Private,9,Single,Skilled-Manual,Other,White,Female,40,US,<=50K,0,0
54,Government,14,Married,Professional,Spouse,White,Male,35,US,>50K,7298,1
31,Self-employed,6,Married,Skilled-Manual,Spouse,White,Male,48,US,<=50K,0,0
30,Private,8,Single,Office-Service,Child,Black,Female,40,US,<=50K,0,0
21,Private,10,Single,Professional,Child,White,Male,30,US,<=50K,0,0
29,Private,10,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
37,Government,9,Single,Office-Service,Child,White,Female,35,US,<=50K,0,0
27,,9,Single,,Other,White,Male,35,Non-US,<=50K,0,0
33,Self-employed,7,Single,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
72,Self-employed,13,Married,Professional,Spouse,White,Male,40,Non-US,<=50K,0,0
21,Private,9,Married,Skilled-Manual,Spouse,White,Male,20,Non-US,<=50K,0,0
23,Private,10,Single,Office-Service,Child,Other,Male,25,US,<=50K,0,0
45,Private,10,Married,Professional,Spouse,White,Male,50,Non-US,>50K,0,0
37,Government,9,Previously-Married,Professional,Other,White,Male,40,US,>50K,0,0
37,Self-employed,13,Single,Office-Service,Other,White,Female,50,US,>50K,0,0
36,Private,10,Married,Office-Service,Spouse,White,Female,32,US,>50K,7298,1
31,Private,10,Single,Office-Service,Other,White,Female,40,US,<=50K,0,0
63,Private,11,Previously-Married,Professional,Other,White,Female,24,Non-US,<=50K,0,0
24,Private,13,Single,Office-Service,Child,White,Male,28,US,<=50K,0,0
40,Self-employed,9,Single,Skilled-Manual,Child,White,Male,85,US,<=50K,0,0
40,Private,14,Married,Professional,Spouse,White,Female,60,US,>50K,0,0
36,Private,9,Single,Office-Service,Other,White,Female,20,Non-US,<=50K,0,0
64,Private,10,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
33,Private,9,Married,Skilled-Manual,Spouse,Black,Male,40,US,<=50K,0,0
47,Private,10,Married,Skilled-Manual,Spouse,White,Female,48,US,<=50K,0,0
19,,10,Single,,Child,Asian-Pac-Islander,Female,36,US,<=50K,0,0
32,Private,8,Married,Skilled-Manual,Spouse,White,Male,60,US,>50K,0,0
25,Private,9,Single,Office-Service,Other,White,Male,48,US,<=50K,0,0
26,Government,8,Single,Office-Service,Other,Black,Male,40,Non-US,<=50K,0,0
25,Government,13,Single,Professional,Child,White,Female,40,US,<=50K,0,0
40,Self-employed,13,Married,Skilled-Manual,Spouse,White,Male,40,Non-US,>50K,0,0
30,Private,10,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
46,Government,14,Previously-Married,Professional,Other,White,Male,50,US,>50K,0,0
29,,13,Single,,Other,White,Male,53,US,<=50K,0,0
35,Private,9,Married,Skilled-Manual,Spouse,White,Male,45,US,<=50K,0,0
30,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,75,US,<=50K,0,0
58,Private,7,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
17,Private,6,Single,Office-Service,Child,White,Male,8,US,<=50K,0,0
42,Private,13,Previously-Married,Office-Service,Other,White,Male,60,US,<=50K,0,0
31,Private,9,Married,Skilled-Manual,Spouse,White,Male,50,US,<=50K,0,0
46,Private,13,Previously-Married,Skilled-Manual,Other,Black,Female,40,US,<=50K,0,0
27,,7,Previously-Married,,Other,Asian-Pac-Islander,Male,40,US,<=50K,0,0
71,,10,Married,,Spouse,White,Male,16,US,<=50K,0,0
32,Private,13,Married,Office-Service,Spouse,White,Male,50,US,>50K,0,0
62,Self-employed,13,Married,Professional,Spouse,White,Male,35,US,<=50K,0,0
78,Self-employed,4,Married,Skilled-Manual,Spouse,White,Male,20,US,<=50K,0,0
54,,14,Previously-Married,,Other,White,Male,1,US,<=50K,0,0
22,Private,9,Single,Skilled-Manual,Other,Amer-Indian-Eskimo,Female,40,US,<=50K,0,0
31,Private,9,Single,Skilled-Manual,Other,White,Male,60,US,<=50K,0,0
32,Private,14,Previously-Married,Professional,Other,White,Female,35,Non-US,<=50K,0,0
38,Private,9,Single,Office-Service,Other,Black,Male,47,US,<=50K,-2339,1
77,Private,6,Married,Office-Service,Spouse,Black,Male,30,US,<=50K,3818,1
62,Self-employed,4,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
33,Government,13,Married,Office-Service,Spouse,White,Male,50,US,<=50K,0,0
40,Government,11,Married,Skilled-Manual,Spouse,White,Male,35,US,<=50K,0,0
65,Private,13,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
31,Private,13,Married,Skilled-Manual,Spouse,White,Male,40,Non-US,<=50K,0,0
32,,5,Married,,Spouse,White,Male,45,US,<=50K,0,0
32,Private,14,Married,Professional,Spouse,Asian-Pac-Islander,Female,20,US,<=50K,0,0
45,Private,7,Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
70,Private,14,Married,Office-Service,Spouse,White,Male,4,US,>50K,9386,1
38,Self-employed,16,Married,Professional,Spouse,White,Male,50,US,>50K,0,0
30,Private,11,Single,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
34,Private,14,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
19,Private,10,Single,Professional,Child,White,Female,20,US,>50K,14084,1
54,Self-employed,9,Previously-Married,Professional,Other,White,Male,20,US,<=50K,0,0
32,Private,10,Married,Skilled-Manual,Spouse,White,Male,50,US,>50K,5178,1
32,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
24,Private,9,Single,Office-Service,Other,White,Female,50,US,<=50K,0,0
35,Private,9,Married,Skilled-Manual,Spouse,Black,Male,40,US,<=50K,0,0
28,Private,9,Married,Skilled-Manual,Spouse,White,Female,35,US,<=50K,0,0
28,Private,9,Married,Skilled-Manual,Spouse,White,Male,60,US,<=50K,0,0
41,Private,10,Married,Office-Service,Spouse,White,Male,50,US,<=50K,0,0
38,Private,9,Previously-Married,Office-Service,Other,White,Male,40,US,<=50K,0,0
21,Private,10,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
31,Government,9,Previously-Married,Specialized,Other,White,Male,45,US,<=50K,0,0
22,Private,13,Single,Professional,Child,White,Female,6,US,<=50K,0,0
28,Government,10,Previously-Married,Office-Service,Other,Black,Female,40,US,<=50K,0,0
52,Private,13,Previously-Married,Professional,Other,White,Female,40,US,>50K,0,0
23,Private,13,Single,Office-Service,Child,White,Male,40,US,<=50K,0,0
37,Government,12,Married,Specialized,Spouse,White,Male,99,US,>50K,0,0
23,Private,5,Married,Skilled-Manual,Spouse,Other,Male,55,US,<=50K,0,0
21,Private,9,Single,Office-Service,Child,White,Female,24,US,<=50K,0,0
57,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
35,Private,15,Married,Professional,Spouse,White,Male,60,US,>50K,-1902,1
50,Private,13,Previously-Married,Professional,Other,White,Female,50,US,<=50K,0,0
45,Government,13,Single,Professional,Other,White,Male,40,Non-US,<=50K,0,0
37,Private,10,Married,Professional,Spouse,White,Female,35,US,<=50K,0,0
24,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
58,Government,13,Previously-Married,Professional,Other,Black,Female,40,Non-US,>50K,0,0
50,Private,6,Married,Skilled-Manual,Spouse,White,Male,50,US,<=50K,0,0
58,Self-employed,10,Married,Office-Service,Spouse,White,Male,50,US,<=50K,0,0
31,Self-employed,14,Married,Office-Service,Spouse,Asian-Pac-Islander,Male,40,Non-US,<=50K,0,0
60,Government,14,Married,Professional,Spouse,White,Female,8,US,<=50K,0,0
61,Private,9,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
37,Private,9,Married,Office-Service,Spouse,Asian-Pac-Islander,Male,40,Non-US,<=50K,0,0
27,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,60,US,<=50K,0,0
37,Private,9,Previously-Married,Skilled-Manual,Other,White,Female,42,US,<=50K,0,0
36,Private,13,Married,Professional,Spouse,White,Male,40,US,>50K,-1887,1
31,Private,4,Married,Skilled-Manual,Other,White,Male,35,Non-US,<=50K,0,0
23,Private,10,Single,Office-Service,Other,Black,Female,30,US,<=50K,0,0
44,Government,9,Married,Specialized,Spouse,White,Male,40,US,>50K,0,0
21,Private,10,Single,Office-Service,Child,White,Female,25,US,<=50K,0,0
57,Private,11,Previously-Married,Professional,Other,White,Female,44,US,<=50K,2202,1
24,Private,6,Married,Skilled-Manual,Spouse,White,Male,50,US,<=50K,0,0
26,Private,13,Single,Office-Service,Child,White,Male,40,US,<=50K,0,0
66,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
60,Government,10,Married,Specialized,Spouse,White,Male,40,US,<=50K,0,0
52,Self-employed,10,Married,Office-Service,Spouse,Amer-Indian-Eskimo,Male,40,US,<=50K,0,0
21,Private,9,Single,Skilled-Manual,Child,White,Male,30,US,<=50K,0,0
32,Self-employed,13,Married,Office-Service,Spouse,White,Male,60,US,>50K,7688,1
21,,10,Single,,Other,White,Male,40,Non-US,<=50K,0,0
48,Private,9,Married,Skilled-Manual,Spouse,White,Male,55,US,<=50K,0,0
63,Private,10,Previously-Married,Office-Service,Other,White,Female,37,US,<=50K,0,0
42,Private,14,Married,Professional,Spouse,White,Male,23,US,>50K,0,0
17,Private,9,Single,Office-Service,Child,White,Female,5,US,<=50K,0,0
30,Private,9,Single,Skilled-Manual,Child,Black,Female,35,US,<=50K,0,0
33,Private,10,Previously-Married,Professional,Other,Black,Female,40,US,<=50K,0,0
55,Private,12,Previously-Married,Office-Service,Other,White,Female,52,US,<=50K,0,0
39,Self-employed,13,Married,Skilled-Manual,Other,White,Male,35,US,>50K,0,0
33,Private,13,Single,Professional,Other,White,Male,40,US,<=50K,0,0
34,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,40,Non-US,<=50K,0,0
59,Government,14,Married,Professional,Spouse,White,Male,8,US,>50K,0,0
32,Self-employed,10,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
62,Private,9,Previously-Married,Office-Service,Other,Black,Female,20,US,<=50K,0,0
21,Self-employed,9,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
57,Government,13,Married,Professional,Spouse,White,Male,40,US,>50K,-1902,1
19,Private,10,Single,Office-Service,Other,White,Male,35,Non-US,<=50K,2176,1
38,Government,12,Married,Skilled-Manual,Spouse,Other,Male,40,US,>50K,0,0
38,Government,13,Single,Office-Service,Other,White,Male,20,US,<=50K,0,0
20,Private,9,Single,Office-Service,Child,White,Female,40,US,<=50K,0,0
24,Private,13,Single,Professional,Other,White,Female,40,US,<=50K,0,0
39,Government,14,Previously-Married,Professional,Other,White,Female,30,US,>50K,0,0
24,Private,9,Single,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
28,Government,13,Married,Professional,Spouse,Black,Female,37,US,<=50K,0,0
51,Private,7,Previously-Married,Skilled-Manual,Other,Black,Female,40,US,<=50K,5455,1
27,Private,9,Previously-Married,Office-Service,Child,White,Female,32,US,<=50K,3418,1
38,Self-employed,13,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
24,Private,9,Single,Skilled-Manual,Child,White,Female,40,US,<=50K,0,0
42,Private,9,Married,Skilled-Manual,Spouse,White,Male,60,US,>50K,0,0
53,Private,10,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,7298,1
35,Private,9,Married,Skilled-Manual,Other,White,Female,40,Non-US,<=50K,0,0
37,Private,12,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
45,Private,12,Previously-Married,Office-Service,Other,White,Female,40,US,>50K,0,0
27,Private,7,Single,Office-Service,Other,White,Male,35,US,<=50K,0,0
34,Private,9,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
24,Private,9,Previously-Married,Office-Service,Other,White,Female,35,US,<=50K,0,0
69,Private,10,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
47,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
19,Private,10,Single,Skilled-Manual,Other,Black,Male,30,US,<=50K,0,0
23,,10,Single,,Other,White,Male,10,US,<=50K,0,0
30,Government,10,Single,Specialized,Other,Black,Male,45,US,<=50K,0,0
71,Private,11,Previously-Married,Professional,Other,White,Female,38,US,>50K,11678,1
53,Private,9,Married,Skilled-Manual,Spouse,Other,Male,40,Non-US,<=50K,0,0
47,Private,10,Single,Skilled-Manual,Other,White,Male,40,US,>50K,0,0
28,Private,13,Married,Skilled-Manual,Spouse,White,Male,50,US,>50K,-1887,1
25,Self-employed,10,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
38,Private,11,Married,Professional,Spouse,White,Female,45,US,>50K,7298,1
33,Private,9,Single,Office-Service,Child,White,Male,40,US,<=50K,0,0
41,Private,7,Married,Skilled-Manual,Spouse,White,Male,50,US,<=50K,0,0
19,Private,8,Single,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
41,Self-employed,4,Single,Office-Service,Other,White,Female,30,US,<=50K,0,0
20,Self-employed,9,Single,Skilled-Manual,Child,White,Male,20,US,<=50K,0,0
27,,9,Single,,Other,White,Female,40,Non-US,<=50K,0,0
18,,7,Single,,Child,White,Female,15,US,<=50K,0,0
53,Private,13,Married,Professional,Spouse,White,Male,72,US,>50K,0,0
67,Private,9,Previously-Married,Office-Service,Other,White,Female,21,US,<=50K,0,0
47,,6,Married,,Spouse,White,Male,45,US,<=50K,0,0
55,Self-employed,14,Previously-Married,Professional,Other,White,Female,50,Non-US,<=50K,0,0
39,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
36,Private,13,Married,Professional,Spouse,White,Male,42,US,<=50K,0,0
37,Government,14,Single,Professional,Other,White,Male,65,US,<=50K,0,0
36,Private,13,Married,Professional,Spouse,White,Male,50,US,>50K,0,0
32,Self-employed,13,Single,Professional,Other,White,Male,60,US,<=50K,0,0
20,Private,10,Single,Office-Service,Child,White,Female,25,US,<=50K,0,0
